Year,Utility ID,Name,Class,Owner,Size of Meter,First of Year,Added During Year,Retired During Year,Adjustments Increase or (Decrease),End of Year,Tested During Year,Residential,Commercial,Industrial,Public Authority,Wholesale Interdepartment or Utility Use,Multifamily Residential,Irrigation,Wholesale,Inter-D or Utility Use,In Stock and Deduct Meters,Total,
2023,2830,Kewaskum Municipal Water Utility,C,Muni,0.500,214,2,3,,213,0,195,15,3,,,,,,,,213,
2023,2830,Kewaskum Municipal Water Utility,C,Muni,0.625,1472,67,52,,1487,0,1410,66,1,10,,,,,,,1487,
2023,2830,Kewaskum Municipal Water Utility,C,Muni,1.000,35,1,,,36,1,7,16,2,9,,2,,,,,36,
2023,2830,Kewaskum Municipal Water Utility,C,Muni,1.500,21,,1,,20,5,,4,,3,,13,,,,,20,
2023,2830,Kewaskum Municipal Water Utility,C,Muni,2.000,22,,,,22,2,,6,4,4,,8,,,,,22,
2023,2830,Kewaskum Municipal Water Utility,C,Muni,3.000,1,,,,1,0,,,,1,,,,,,,1,
2023,2830,Kewaskum Municipal Water Utility,C,Muni,4.000,2,,,,2,1,,,1,1,,,,,,,2,
2023,2840,Kewaunee Municipal Water Utility,C,Muni,0.625,1183,,,2,1185,0,1041,103,,12,,,,,,29,1185,
2023,2840,Kewaunee Municipal Water Utility,C,Muni,0.750,33,,,,33,0,24,8,,,,,,,,1,33,
2023,2840,Kewaunee Municipal Water Utility,C,Muni,1.000,45,,,,45,11,9,12,1,6,,8,,,,9,45,
2023,2840,Kewaunee Municipal Water Utility,C,Muni,1.500,28,,,,28,3,,13,1,2,,8,,,,4,28,
2023,2840,Kewaunee Municipal Water Utility,C,Muni,2.000,25,,,1,26,0,,8,1,5,1,5,,,,6,26,
2023,2840,Kewaunee Municipal Water Utility,C,Muni,3.000,2,,,,2,0,,1,,1,,,,,,,2,
2023,2840,Kewaunee Municipal Water Utility,C,Muni,4.000,4,,,,4,0,,,1,3,,,,,,,4,
2023,2840,Kewaunee Municipal Water Utility,C,Muni,6.000,1,,,,1,0,,,,,1,,,,,,1,
2023,2840,Kewaunee Municipal Water Utility,C,Muni,8.000,2,,,,2,0,,,,,2,,,,,,2,
2023,2850,City of Kiel Utilities,C,Muni,0.625,2250,56,48,-97,2161,0,1641,139,8,13,,,,,,360,2161,
2023,2850,City of Kiel Utilities,C,Muni,1.000,25,,,1,26,0,1,12,3,5,,5,,,,,26,
2023,2850,City of Kiel Utilities,C,Muni,1.500,19,1,1,-2,17,4,,7,2,5,,3,,,,,17,
2023,2850,City of Kiel Utilities,C,Muni,2.000,11,,,-1,10,2,,,3,5,,2,,,,,10,
2023,2850,City of Kiel Utilities,C,Muni,3.000,3,,,,3,0,,1,,2,,,,,,,3,
2023,2850,City of Kiel Utilities,C,Muni,4.000,1,,,,1,1,,1,,,,,,,,,1,
2023,2850,City of Kiel Utilities,C,Muni,6.000,3,,,,3,3,,3,,,,,,,,,3,
2023,2860,Kieler Sanitary District #1,D,Sani,0.625,308,,,-11,297,12,280,8,,2,,,,,,7,297,
2023,2860,Kieler Sanitary District #1,D,Sani,1.000,17,,,,17,0,7,6,,,,,,,,4,17,
2023,2860,Kieler Sanitary District #1,D,Sani,1.500,3,,,1,4,0,,4,,,,,,,,,4,
2023,2860,Kieler Sanitary District #1,D,Sani,2.000,4,,,,4,0,,4,,,,,,,,,4,
2023,2860,Kieler Sanitary District #1,D,Sani,3.000,1,,,,1,0,,,,1,,,,,,,1,
2023,2860,Kieler Sanitary District #1,D,Sani,4.000,3,,,,3,0,,2,1,,,,,,,,3,
2023,2870,Kimberly Municipal Water Utility,C,Muni,0.625,2730,54,65,,2719,65,2563,127,3,5,,20,,,,,2719,
2023,2870,Kimberly Municipal Water Utility,C,Muni,1.000,41,,,,41,0,,16,1,6,,17,,,,,41,
2023,2870,Kimberly Municipal Water Utility,C,Muni,1.500,40,,,,40,10,,16,2,7,,14,,,,,40,
2023,2870,Kimberly Municipal Water Utility,C,Muni,2.000,10,,,,10,5,,4,2,2,,2,,,,,10,
2023,2870,Kimberly Municipal Water Utility,C,Muni,3.000,7,,,,7,3,,2,1,2,,2,,,,,7,
2023,2870,Kimberly Municipal Water Utility,C,Muni,4.000,6,,,,6,4,,,1,,,1,,4,,,6,
2023,2870,Kimberly Municipal Water Utility,C,Muni,6.000,2,,,,2,2,,,1,,,,,1,,,2,
2023,2880,Knapp Municipal Water And Sewer Utility,D,Muni,0.625,254,,0,,254,0,209,8,9,6,,,,,,22,254,
2023,2880,Knapp Municipal Water And Sewer Utility,D,Muni,1.500,1,,,,1,0,,,,,,1,,,,,1,
2023,2880,Knapp Municipal Water And Sewer Utility,D,Muni,2.000,1,,,,1,0,,,,1,,,,,,,1,
2023,2890,Kohler Municipal Water Utility,D,Muni,0.625,405,,,12,417,0,398,2,1,1,,,,,1,10,417,
2023,2890,Kohler Municipal Water Utility,D,Muni,0.750,486,18,,9,513,0,494,11,,1,,,,,,4,513,
2023,2890,Kohler Municipal Water Utility,D,Muni,1.000,24,,2,,22,0,8,6,,,,,,,,6,22,
2023,2890,Kohler Municipal Water Utility,D,Muni,1.500,28,,1,,27,0,2,18,,4,,,,,,3,27,
2023,2890,Kohler Municipal Water Utility,D,Muni,2.000,17,,,2,19,0,1,9,,5,,1,,,,3,19,
2023,2890,Kohler Municipal Water Utility,D,Muni,3.000,2,,,,2,0,,2,,,,,,,,,2,
2023,2890,Kohler Municipal Water Utility,D,Muni,4.000,6,1,,,7,0,,6,,1,,,,,,,7,
2023,2890,Kohler Municipal Water Utility,D,Muni,6.000,2,,,,2,2,,,,1,,,,,,1,2,
2023,2890,Kohler Municipal Water Utility,D,Muni,8.000,3,,1,,2,2,,,2,,,,,,,,2,
2023,2901,Kronenwetter Water Utility,C,Muni,0.625,2372,95,90,37,2414,107,2307,42,2,2,,10,,,,51,2414,
2023,2901,Kronenwetter Water Utility,C,Muni,0.750,22,1,4,2,21,0,17,3,,,,1,,,,,21,
2023,2901,Kronenwetter Water Utility,C,Muni,1.000,61,1,1,-1,60,1,20,10,1,,,20,,,,9,60,
2023,2901,Kronenwetter Water Utility,C,Muni,1.500,44,,1,-1,42,13,,9,2,,,31,,,,,42,
2023,2901,Kronenwetter Water Utility,C,Muni,2.000,19,,0,-1,18,0,,2,,1,,15,,,,,18,
2023,2901,Kronenwetter Water Utility,C,Muni,3.000,9,,0,,9,1,,2,3,1,,,,,,3,9,
2023,2920,La Crosse Water Utility,AB,Muni,0.625,10930,1300,790,-4,11436,2072,9723,385,7,11,,188,12,,,1110,11436,
2023,2920,La Crosse Water Utility,AB,Muni,0.750,4473,550,112,-2,4909,612,3769,477,9,49,18,192,61,,,334,4909,
2023,2920,La Crosse Water Utility,AB,Muni,1.000,1001,,22,-1,978,18,146,358,29,38,,302,97,,,8,978,
2023,2920,La Crosse Water Utility,AB,Muni,1.500,155,6,1,-2,158,54,2,69,12,16,,26,21,,,12,158,
2023,2920,La Crosse Water Utility,AB,Muni,2.000,278,10,4,-2,282,109,1,109,13,62,,60,24,,,13,282,
2023,2920,La Crosse Water Utility,AB,Muni,3.000,92,5,6,,91,51,,25,13,26,7,5,5,,,10,91,
2023,2920,La Crosse Water Utility,AB,Muni,4.000,73,3,0,-1,75,43,,21,25,9,,4,5,,,11,75,
2023,2920,La Crosse Water Utility,AB,Muni,6.000,15,4,1,,18,18,,2,9,,1,1,1,,,4,18,
2023,2940,Ladysmith Municipal Water Utility,C,Muni,0.625,1570,100,178,,1492,352,1208,118,10,37,,7,,,,100,1492,
2023,2940,Ladysmith Municipal Water Utility,C,Muni,1.000,102,,,,102,2,9,50,11,10,,7,,,,15,102,
2023,2940,Ladysmith Municipal Water Utility,C,Muni,1.500,27,,,,27,2,,11,2,5,,6,,,,3,27,
2023,2940,Ladysmith Municipal Water Utility,C,Muni,2.000,52,,,,52,4,,18,8,16,,3,,,,7,52,
2023,2940,Ladysmith Municipal Water Utility,C,Muni,3.000,21,,,,21,4,,8,4,3,,2,,,,4,21,
2023,2940,Ladysmith Municipal Water Utility,C,Muni,4.000,12,,,,12,0,,4,,4,,,,,,4,12,
2023,2940,Ladysmith Municipal Water Utility,C,Muni,6.000,6,,,,6,3,,,,6,,,,,,,6,
2023,2960,La Farge Municipal Water And Sewer Utility,D,Muni,0.625,343,16,6,1,354,0,293,31,,5,,,,,2,15,354,
2023,2960,La Farge Municipal Water And Sewer Utility,D,Muni,0.750,5,,,,5,0,5,,,,,,,,,,5,
2023,2960,La Farge Municipal Water And Sewer Utility,D,Muni,1.000,9,,1,,8,0,1,6,,,,,,,,1,8,
2023,2960,La Farge Municipal Water And Sewer Utility,D,Muni,1.250,1,,,,1,0,1,,,,,,,,,,1,
2023,2960,La Farge Municipal Water And Sewer Utility,D,Muni,1.500,3,,,,3,0,1,,,,,1,,,1,,3,
2023,2960,La Farge Municipal Water And Sewer Utility,D,Muni,2.000,6,,,,6,1,,3,,2,,1,,,,,6,
2023,2960,La Farge Municipal Water And Sewer Utility,D,Muni,3.000,3,,,,3,2,,1,,2,,,,,,,3,
2023,2973,Lake Como Sanitary District #1,C,Sani,0.625,692,,9,-5,678,0,653,4,,1,,,,,,20,678,
2023,2973,Lake Como Sanitary District #1,C,Sani,0.750,643,27,9,10,671,22,658,7,,1,,,,,,5,671,
2023,2973,Lake Como Sanitary District #1,C,Sani,1.000,7,1,,,8,1,1,2,,1,1,2,,,,1,8,
2023,2975,Village of Lake Delton Water Utility,C,Muni,0.750,1183,40,8,-7,1208,125,985,157,1,21,,3,,,,41,1208,
2023,2975,Village of Lake Delton Water Utility,C,Muni,1.000,79,15,3,,91,14,5,70,,3,,5,,,,8,91,
2023,2975,Village of Lake Delton Water Utility,C,Muni,1.500,27,1,,,28,15,1,16,,2,,9,,,,,28,
2023,2975,Village of Lake Delton Water Utility,C,Muni,2.000,197,4,,-1,200,57,,144,,5,,45,,,,6,200,
2023,2975,Village of Lake Delton Water Utility,C,Muni,3.000,28,1,,,29,28,,26,,,,2,,,,1,29,
2023,2975,Village of Lake Delton Water Utility,C,Muni,4.000,11,,,,11,11,,10,,,,1,,,,,11,
2023,2975,Village of Lake Delton Water Utility,C,Muni,6.000,3,,,,3,3,,3,,,,,,,,,3,
2023,2975,Village of Lake Delton Water Utility,C,Muni,8.000,1,,,,1,1,,,,,,1,,,,,1,
2023,2980,Lake Geneva Utility Commission,AB,Muni,0.625,4707,144,152,10,4709,0,4242,238,8,15,,51,,,,155,4709,
2023,2980,Lake Geneva Utility Commission,AB,Muni,0.750,119,16,14,1,122,0,61,38,6,2,,5,,,,10,122,
2023,2980,Lake Geneva Utility Commission,AB,Muni,1.000,206,48,8,,246,0,37,92,12,10,,53,,,,42,246,
2023,2980,Lake Geneva Utility Commission,AB,Muni,1.500,82,,9,1,74,22,2,36,2,6,,25,,,,3,74,
2023,2980,Lake Geneva Utility Commission,AB,Muni,2.000,73,10,12,1,72,40,5,29,8,13,,14,,,,3,72,
2023,2980,Lake Geneva Utility Commission,AB,Muni,3.000,12,,,,12,3,,6,1,3,,2,,,,,12,
2023,2980,Lake Geneva Utility Commission,AB,Muni,4.000,7,,,,7,4,,5,,2,,,,,,,7,
2023,2980,Lake Geneva Utility Commission,AB,Muni,8.000,1,,,,1,1,,1,,,,,,,,,1,
2023,2985,Lakeland Sanitary District #1,C,Sani,0.625,1115,24,42,,1097,35,593,278,,18,,6,,,,53,1097,
2023,2985,Lakeland Sanitary District #1,C,Sani,1.000,102,,,,102,0,8,59,,2,,6,,,,11,102,
2023,2985,Lakeland Sanitary District #1,C,Sani,1.500,64,6,6,,64,21,,25,,9,,22,,,,4,64,
2023,2985,Lakeland Sanitary District #1,C,Sani,2.000,46,1,1,,46,12,,21,,11,,4,,,,4,46,
2023,2985,Lakeland Sanitary District #1,C,Sani,3.000,6,1,1,,6,1,,3,,,,3,,,,,6,
2023,2985,Lakeland Sanitary District #1,C,Sani,4.000,4,,,,4,0,,2,,,,2,,,,,4,
2023,2985,Lakeland Sanitary District #1,C,Sani,6.000,1,,,,1,1,,,,1,,,,,,,1,
2023,3000,Lake Mills Light And Water Department,AB,Muni,0.625,1953,,120,,1833,129,1192,115,7,2,,11,506,,,,1833,
2023,3000,Lake Mills Light And Water Department,AB,Muni,0.750,1390,745,2,-1,2132,778,1166,43,6,6,,6,93,,,812,2132,
2023,3000,Lake Mills Light And Water Department,AB,Muni,1.000,79,67,1,-1,144,71,60,24,9,6,,19,10,,,16,144,
2023,3000,Lake Mills Light And Water Department,AB,Muni,1.500,32,2,0,1,35,11,1,8,5,1,,15,,,,5,35,
2023,3000,Lake Mills Light And Water Department,AB,Muni,2.000,32,,6,,26,1,,2,5,6,,3,4,1,,5,26,
2023,3000,Lake Mills Light And Water Department,AB,Muni,2.500,3,,0,,3,0,,,,,,,,3,,,3,
2023,3000,Lake Mills Light And Water Department,AB,Muni,3.000,5,,0,,5,2,,,1,2,,2,,,,,5,
2023,3000,Lake Mills Light And Water Department,AB,Muni,4.000,2,,0,,2,2,,,1,,,1,,,,,2,
2023,3030,Lancaster Municipal Water Utility,C,Muni,0.625,227,,24,,203,0,20,124,9,14,,5,,,,31,203,
2023,3030,Lancaster Municipal Water Utility,C,Muni,0.750,2014,136,6,,2144,0,1739,24,1,,,4,,,,376,2144,
2023,3030,Lancaster Municipal Water Utility,C,Muni,1.000,35,,,,35,0,,19,,9,,1,,,,6,35,
2023,3030,Lancaster Municipal Water Utility,C,Muni,1.500,39,,,,39,16,,12,2,4,,15,,,,6,39,
2023,3030,Lancaster Municipal Water Utility,C,Muni,2.000,22,1,,,23,9,,2,2,10,,1,,,,8,23,
2023,3030,Lancaster Municipal Water Utility,C,Muni,3.000,16,,1,,15,3,,1,1,5,,,,,,8,15,
2023,3030,Lancaster Municipal Water Utility,C,Muni,4.000,6,,1,,5,2,,,3,2,,,,,,,5,
2023,3040,Land O Lakes Sanitary District No 1,D,Sani,0.750,176,,,-2,174,0,106,47,,7,,,,,,14,174,
2023,3040,Land O Lakes Sanitary District No 1,D,Sani,1.000,15,,,,15,0,,10,,3,1,1,,,,,15,
2023,3040,Land O Lakes Sanitary District No 1,D,Sani,1.500,5,,,,5,4,,4,,,,1,,,,,5,
2023,3040,Land O Lakes Sanitary District No 1,D,Sani,2.000,5,,,,5,5,,3,,1,,,,,,1,5,
2023,3040,Land O Lakes Sanitary District No 1,D,Sani,3.000,3,,,,3,2,,1,,1,,,,,,1,3,
2023,3045,Lannon Municipal Water Utility,D,Muni,0.750,417,149,,,566,0,468,21,,1,,14,,,,62,566,
2023,3045,Lannon Municipal Water Utility,D,Muni,1.000,4,3,,,7,0,,5,,2,,,,,,,7,
2023,3045,Lannon Municipal Water Utility,D,Muni,2.000,10,8,,,18,0,,18,,,,,,,,,18,
2023,3045,Lannon Municipal Water Utility,D,Muni,3.000,1,,,,1,0,,1,,,,,,,,,1,
2023,3060,Laona Sanitary District No 1,D,Sani,0.750,419,6,5,12,432,0,356,34,8,8,,,,,,26,432,
2023,3060,Laona Sanitary District No 1,D,Sani,1.000,8,,,,8,0,2,3,2,1,,,,,,,8,
2023,3060,Laona Sanitary District No 1,D,Sani,1.500,10,,,,10,0,,8,,1,,,,,,1,10,
2023,3060,Laona Sanitary District No 1,D,Sani,2.000,7,,,,7,0,,3,,3,,,,,,1,7,
2023,3080,La Valle Municipal Water Utility,D,Muni,0.625,12,,,-3,9,0,8,1,,,,,,,,,9,
2023,3080,La Valle Municipal Water Utility,D,Muni,0.750,170,,,4,174,17,153,12,,3,,,,,,6,174,
2023,3080,La Valle Municipal Water Utility,D,Muni,1.000,7,,,,7,3,1,3,,2,,,,,,1,7,
2023,3080,La Valle Municipal Water Utility,D,Muni,1.500,7,,,,7,3,,2,,4,,,,,,1,7,
2023,3080,La Valle Municipal Water Utility,D,Muni,2.000,3,,,,3,2,,,,2,,,,,,1,3,
2023,3080,La Valle Municipal Water Utility,D,Muni,3.000,1,,,-1,0,0,,,,,,,,,,,0,
2023,3095,Town of Lawrence Water Utility,C,Muni,0.625,1439,96,6,,1529,0,1421,34,3,4,,,,,,67,1529,
2023,3095,Town of Lawrence Water Utility,C,Muni,0.750,39,,,,39,0,22,8,,,,2,,,,7,39,
2023,3095,Town of Lawrence Water Utility,C,Muni,1.000,34,2,,,36,0,12,11,3,,,,,,,10,36,
2023,3095,Town of Lawrence Water Utility,C,Muni,1.500,64,,,-1,63,7,,8,2,,,52,,,,1,63,
2023,3095,Town of Lawrence Water Utility,C,Muni,2.000,15,1,,,16,8,,3,5,,,7,,,,1,16,
2023,3095,Town of Lawrence Water Utility,C,Muni,3.000,2,,,,2,0,,,1,1,,,,,,,2,
2023,3095,Town of Lawrence Water Utility,C,Muni,4.000,1,,,,1,0,,,1,,,,,,,,1,
2023,3095,Town of Lawrence Water Utility,C,Muni,8.000,1,,,,1,1,,,,,,1,,,,,1,
2023,3120,Lena Municipal Water and Sewer Utility,D,Muni,0.625,254,,,,254,10,197,31,5,4,,11,,,,6,254,
2023,3120,Lena Municipal Water and Sewer Utility,D,Muni,1.000,8,,,,8,0,1,3,1,1,,1,,,,1,8,
2023,3120,Lena Municipal Water and Sewer Utility,D,Muni,1.500,3,,,,3,3,,1,1,,,1,,,,,3,
2023,3120,Lena Municipal Water and Sewer Utility,D,Muni,2.000,5,,,,5,5,,,1,4,,,,,,,5,
2023,3120,Lena Municipal Water and Sewer Utility,D,Muni,3.000,1,,,,1,1,,,,1,,,,,,,1,
2023,3120,Lena Municipal Water and Sewer Utility,D,Muni,4.000,2,,,,2,1,,,2,,,,,,,,2,
2023,3125,Leroy Sanitary District No 1,D,Sani,0.625,129,,,,129,0,113,7,,,,3,,,,6,129,
2023,3129,Liberty Grove Sanitary District No 1,D,Sani,0.625,2,,,,2,0,2,,,,,,,,,,2,
2023,3129,Liberty Grove Sanitary District No 1,D,Sani,0.750,164,20,19,1,166,0,154,11,,,,,,,,,166,
2023,3129,Liberty Grove Sanitary District No 1,D,Sani,1.000,24,4,1,-1,26,0,19,5,,,,,,,,,26,
2023,3129,Liberty Grove Sanitary District No 1,D,Sani,1.500,1,,,,1,0,,1,,,,,,,,,1,
2023,3129,Liberty Grove Sanitary District No 1,D,Sani,2.000,4,,,,4,0,,2,,,,1,,,,,4,
2023,3130,Linden Municipal Water Utility,D,Muni,0.625,225,,,,225,0,200,7,,10,,,,,,8,225,
2023,3130,Linden Municipal Water Utility,D,Muni,1.000,2,,,,2,0,,,1,1,,,,,,,2,
2023,3130,Linden Municipal Water Utility,D,Muni,1.500,1,,,,1,1,1,,,,,,,,,,1,
2023,3130,Linden Municipal Water Utility,D,Muni,2.000,4,,,,4,1,,2,,1,,,,1,,,4,
2023,3130,Linden Municipal Water Utility,D,Muni,6.000,2,,,,2,2,,,1,,,,,1,,,2,
2023,3135,Linden Tn Of Sanitary Dist #1,D,Sani,0.625,76,,,,76,20,61,,,,,,,,,15,76,
2023,3136,Lincoln Sanitary District #1,D,Sani,0.625,84,12,10,,86,5,84,,,,,,,,,2,86,
2023,3140,Little Chute Municipal Water Department,AB,Muni,0.625,4572,600,375,,4797,360,4205,309,10,5,,3,,,,258,4797,
2023,3140,Little Chute Municipal Water Department,AB,Muni,1.000,71,25,19,,77,25,4,54,5,2,,2,,,,7,77,
2023,3140,Little Chute Municipal Water Department,AB,Muni,1.500,70,1,,,71,0,2,24,3,3,,34,,,,1,71,
2023,3140,Little Chute Municipal Water Department,AB,Muni,2.000,30,2,1,,31,2,2,10,3,6,1,5,,,,,31,
2023,3140,Little Chute Municipal Water Department,AB,Muni,3.000,15,,,,15,0,,2,3,4,,5,,,,,15,
2023,3140,Little Chute Municipal Water Department,AB,Muni,4.000,12,,,,12,0,,,7,1,1,3,,,,,12,
2023,3140,Little Chute Municipal Water Department,AB,Muni,6.000,1,,,,1,1,,,1,,,,,,,,1,
2023,3140,Little Chute Municipal Water Department,AB,Muni,8.000,1,,,,1,1,,,,1,,,,,,,1,
2023,3150,Livingston Municipal Water Utility,D,Muni,0.625,357,,,1,358,0,268,10,,4,,2,,,,5,358,
2023,3150,Livingston Municipal Water Utility,D,Muni,1.000,2,,,,2,0,,2,,,,,,,,,2,
2023,3150,Livingston Municipal Water Utility,D,Muni,1.500,2,1,1,,2,1,,,,2,,,,,,,2,
2023,3150,Livingston Municipal Water Utility,D,Muni,2.000,2,,,,2,0,1,1,,,,,,,,,2,
2023,3160,Lodi Municipal Light And Water Utility,AB,Muni,0.625,1528,618,248,,1898,543,1204,96,1,6,2,3,,,,586,1898,
2023,3160,Lodi Municipal Light And Water Utility,AB,Muni,1.000,31,,,,31,14,,18,,5,,6,,,,2,31,
2023,3160,Lodi Municipal Light And Water Utility,AB,Muni,1.500,21,1,3,,19,12,,7,3,3,,6,,,,,19,
2023,3160,Lodi Municipal Light And Water Utility,AB,Muni,2.000,16,,,,16,1,,6,,4,1,2,,,1,2,16,
2023,3160,Lodi Municipal Light And Water Utility,AB,Muni,3.000,5,,,,5,0,,,,4,,,,,,1,5,
2023,3160,Lodi Municipal Light And Water Utility,AB,Muni,6.000,1,1,,,2,2,,,2,,,,,,,,2,
2023,3170,Loganville Municipal Water and Sewer Utility,D,Muni,0.625,140,16,14,4,146,0,122,12,,4,,1,,,,7,146,
2023,3170,Loganville Municipal Water and Sewer Utility,D,Muni,1.000,5,,,,5,0,,1,,3,,1,,,,,5,
2023,3180,Lomira Municipal Water Utility,D,Muni,0.750,1130,100,65,-206,959,0,867,41,2,1,,1,6,,,41,959,
2023,3180,Lomira Municipal Water Utility,D,Muni,1.000,34,4,1,,37,0,5,15,4,4,,2,4,,,3,37,
2023,3180,Lomira Municipal Water Utility,D,Muni,1.250,1,,,,1,0,,1,,,,,,,,,1,
2023,3180,Lomira Municipal Water Utility,D,Muni,1.500,14,,2,,12,0,,1,2,2,,5,2,,,,12,
2023,3180,Lomira Municipal Water Utility,D,Muni,2.000,16,3,1,,18,0,,11,2,2,,3,,,,,18,
2023,3180,Lomira Municipal Water Utility,D,Muni,3.000,5,,,,5,0,,,2,1,,,2,,,,5,
2023,3180,Lomira Municipal Water Utility,D,Muni,4.000,3,,,-1,2,0,,,,2,,,,,,,2,
2023,3180,Lomira Municipal Water Utility,D,Muni,8.000,1,,,,1,1,,,,,,1,,,,,1,
2023,3190,Lone Rock Utilities,D,Muni,0.625,323,6,5,-3,321,6,265,27,,11,,1,,,,,321,
2023,3190,Lone Rock Utilities,D,Muni,1.000,3,,,1,4,0,,3,,,,1,,,,,4,
2023,3190,Lone Rock Utilities,D,Muni,2.000,9,,,,9,0,,2,,3,,4,,,,,9,
2023,3190,Lone Rock Utilities,D,Muni,8.000,1,,,,1,1,,,,,,1,,,,,1,
2023,3200,Lowell Municipal Water And Sewer Utility,D,Muni,0.750,134,2,2,-8,126,126,112,5,,1,,2,,,,6,126,
2023,3200,Lowell Municipal Water And Sewer Utility,D,Muni,1.500,1,,,-1,0,0,,,,,,,,,,,0,
2023,3200,Lowell Municipal Water And Sewer Utility,D,Muni,2.000,1,,,,1,1,,,,1,,,,,,,1,
2023,3210,Loyal Municipal Water Utility,D,Muni,0.625,126,,,,126,0,105,17,,2,,,,,,2,126,
2023,3210,Loyal Municipal Water Utility,D,Muni,0.750,423,50,45,16,444,0,370,38,4,4,,1,,,,27,444,
2023,3210,Loyal Municipal Water Utility,D,Muni,1.000,20,6,6,,20,0,2,15,,,,,,,,3,20,
2023,3210,Loyal Municipal Water Utility,D,Muni,1.500,3,,,,3,3,,3,,,,,,,,,3,
2023,3210,Loyal Municipal Water Utility,D,Muni,2.000,8,,,,8,3,,2,,1,,4,,,,1,8,
2023,3210,Loyal Municipal Water Utility,D,Muni,3.000,1,,,,1,0,,,,,,,,,,1,1,
2023,3210,Loyal Municipal Water Utility,D,Muni,4.000,2,,,,2,2,,1,,1,,,,,,,2,
2023,3220,Luck Municipal Water Utility,D,Muni,0.625,461,,,,461,0,385,56,9,5,,3,,,,3,461,
2023,3220,Luck Municipal Water Utility,D,Muni,1.000,15,,,,15,0,,4,2,3,,5,,,,1,15,
2023,3220,Luck Municipal Water Utility,D,Muni,1.500,9,,,,9,0,,2,1,1,,4,,,,1,9,
2023,3220,Luck Municipal Water Utility,D,Muni,2.000,4,,,,4,0,,1,,2,,1,,,,,4,
2023,3220,Luck Municipal Water Utility,D,Muni,3.000,1,,,,1,1,,1,,,,,,,,,1,
2023,3240,Luxemburg Municipal Water Utility,C,Muni,0.625,970,18,,,988,0,862,88,8,5,,,,,,25,988,
2023,3240,Luxemburg Municipal Water Utility,C,Muni,1.000,37,6,,-2,41,0,1,13,1,3,,17,,,,6,41,
2023,3240,Luxemburg Municipal Water Utility,C,Muni,1.500,19,,,,19,0,3,5,,3,,8,,,,,19,
2023,3240,Luxemburg Municipal Water Utility,C,Muni,2.000,13,1,,,14,1,,7,3,2,,1,,,,1,14,
2023,3240,Luxemburg Municipal Water Utility,C,Muni,3.000,2,,,,2,1,,,,2,,,,,,,2,
2023,3240,Luxemburg Municipal Water Utility,C,Muni,4.000,4,,,,4,2,,,,4,,,,,,,4,
2023,3250,Lyndon Station Municipal Water Utility,D,Muni,0.625,259,,2,7,264,0,198,17,5,2,,,,,,42,264,
2023,3250,Lyndon Station Municipal Water Utility,D,Muni,1.000,6,,,,6,6,,2,1,,,2,,,,1,6,
2023,3250,Lyndon Station Municipal Water Utility,D,Muni,1.500,3,,,,3,3,,1,1,,1,,,,,,3,
2023,3250,Lyndon Station Municipal Water Utility,D,Muni,2.000,6,,,,6,1,,4,2,,,,,,,,6,
2023,3250,Lyndon Station Municipal Water Utility,D,Muni,3.000,1,,,,1,1,,,,,1,,,,,,1,
2023,3280,Madison Water Utility,AB,Muni,0.625,63368,704,417,,63655,316,60084,2273,10,46,,1148,,,,94,63655,
2023,3280,Madison Water Utility,AB,Muni,0.750,2382,52,28,,2406,34,622,749,10,41,,943,,,,41,2406,
2023,3280,Madison Water Utility,AB,Muni,1.000,2214,42,13,,2243,15,59,955,17,119,,1049,,,,44,2243,
2023,3280,Madison Water Utility,AB,Muni,1.500,1313,70,44,,1339,63,,540,2,70,,678,,,,49,1339,
2023,3280,Madison Water Utility,AB,Muni,2.000,1174,46,31,,1189,63,,433,10,91,,588,,,,67,1189,
2023,3280,Madison Water Utility,AB,Muni,3.000,274,10,,,284,127,,96,10,50,,123,,,,5,284,
2023,3280,Madison Water Utility,AB,Muni,4.000,97,1,,,98,35,,33,2,48,,11,,,,4,98,
2023,3280,Madison Water Utility,AB,Muni,6.000,25,1,,,26,21,,6,1,8,,1,,9,,1,26,
2023,3280,Madison Water Utility,AB,Muni,8.000,6,,,,6,5,,2,,3,,,,1,,,6,
2023,3280,Madison Water Utility,AB,Muni,10.000,5,,,,5,5,,,,5,,,,,,,5,
2023,3295,Village of Maiden Rock Municipal Water Utility,D,Muni,0.750,112,,,-2,110,0,63,13,,,,,,,,34,110,
2023,3295,Village of Maiden Rock Municipal Water Utility,D,Muni,1.000,2,,,,2,0,,,,2,,,,,,,2,
2023,3298,Maine Water Utility,D,Muni,0.750,79,,,-10,69,0,51,5,,2,,6,,,,5,69,
2023,3298,Maine Water Utility,D,Muni,1.500,8,,,-3,5,0,,5,,,,,,,,,5,
2023,3298,Maine Water Utility,D,Muni,3.000,1,,,-1,0,0,,,,,,,,,,,0,
2023,3298,Maine Water Utility,D,Muni,6.000,1,,,1,2,0,,,,2,,,,,,,2,
2023,3298,Maine Water Utility,D,Muni,10.000,1,,,-1,0,0,,,,,,,,,,,0,
2023,3298,Maine Water Utility,D,Muni,12.000,1,,,,1,0,,,,1,,,,,,,1,
2023,3300,Manawa Municipal Water Utility,D,Muni,0.750,536,72,27,,581,0,453,56,6,7,2,,,,,57,581,
