Year,Utility ID,Name,Class,Type,Disconnection Notices End Of Q1,Disconnection Notices End Of Q2,Disconnection Notices End Of Q3,Disconnection Notices End Of Q4,Disconnections End Of Q1,Disconnections End Of Q2,Disconnections End Of Q3,Disconnections End Of Q4,Customers with Arrears End Of Q1,Amount of Arrears End of Q1,Customers with Arrears End Of Q2,Amount of Arrears End of Q2,Customers with Arrears End Of Q3,Amount of Arrears End of Q3,Customers with Arrears End of Q4,Amount of Arrears End of Q4,Added to Tax Roll,Amount Added to Tax Rol,
2023,6530,Whiting Municipal Water And Sewer Utility,C,Water,0,0,0,0,42,0,0,0,54,4999,67,7210,25,2733,36,3320,8,6674,
2023,6520,Whitewater Municipal Water Utility,C,Water,474,667,773,866,11,24,36,41,448,60187,496,71584,535,89549,538,76627,174,36037,
2023,6500,Whitehall Municipal Water Utility,C,Water,0,317,310,0,0,2,0,1,99,16315,89,7235,104,7854,108,12493,5,692,
2023,6430,West Salem Municipal Joint Water and Sewer Utility,C,Water,0,0,0,0,0,0,0,0,217,13207,244,19186,242,23889,208,10163,99,24519,
2023,6400,City of Westby Municipal Electric and Water Utility,C,Water,0,0,0,0,0,0,0,0,219,6938,240,5956,283,7127,269,7646,8,213,
2023,6390,Brookfield Tn Of  Sanitary Dist No 4,C,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,7647,81,60550,
2023,6335,Harrison Utilities,C,Water,0,0,0,0,0,0,0,0,242,13026,212,14077,249,19015,241,10289,30,6358,
2023,6325,Wautoma Public Water Utility,C,Water,0,0,0,777,0,0,0,23,122,17582,98,24328,131,29373,69,9635,95,19933,
2023,6210,Village of Waterford Water and Sewer Utility,C,Water,0,0,0,0,0,0,0,0,320,113416,412,167571,350,212200,295,86780,123,138207,
2023,6180,Walworth Municipal Water And Sewer Utility,C,Water,0,0,0,0,0,0,0,0,147,19999,186,12750,95,13816,231,19393,0,0,
2023,6140,City of Viroqua Municipal Water Utility,C,Water,586,542,559,592,3,6,8,5,196,47808,182,37796,194,26636,200,3748,10,2388,
2023,6130,Viola Municipal Water And Electric Utility,C,Water,0,82,134,134,0,0,0,0,41,6617,25,8771,20,9564,63,9732,16,2946,
2023,6020,Union Grove Municipal Water Utility,C,Water,0,18,66,0,0,1,0,0,17,1967,18,2885,66,19368,141,44167,68,9774,
2023,5940,Trempealeau Municipal Electric and Water Utility,C,Water,278,463,544,276,0,0,0,0,65,2603,46,1623,43,1898,66,3466,4,431,
2023,5930,Tomahawk Municipal Water and Sewer Utility,C,Water,0,0,491,282,0,0,17,0,254,16516,363,33601,328,26483,374,24593,117,3954,
2023,5920,Tomah Water Utility,C,Water,250,270,260,250,85,91,70,64,402,26256,472,37984,422,41094,453,64810,55,4378,
2023,5835,Village of Sussex Water Public Utility,C,Water,0,0,0,0,0,0,0,0,533,30648,504,43276,515,71080,571,45264,113,46328,
2023,5795,Suamico Water Utility,C,Water,0,121,234,184,0,2,2,0,424,94199,183,48489,231,65413,276,75096,16,2681,
2023,5760,Stratford Municipal Water and Electric Utility,C,Water,0,75,130,59,0,7,11,5,105,12609,85,8090,85,7805,102,8886,16,1357,
2023,5670,Stanley Municipal Waterworks,C,Water,48,148,157,163,4,7,7,8,43,3124,48,5169,44,79,38,6378,26,11682,
2023,5630,Spooner Municipal Utilities,C,Water,632,623,611,626,0,3,0,0,196,9793,203,4548,235,5225,187,7996,6,381,
2023,5550,Village of Somerset Water Utility,C,Water,0,0,0,0,0,0,0,0,368,104128,399,131042,396,166031,386,71498,144,105040,
2023,5545,Village of Somers Water Utility ,C,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,45368,69,45365,
2023,5510,Slinger Utilities,C,Water,0,687,1014,1224,0,60,117,124,74,3603,18,711,37,1239,84,2926,23,1374,
2023,5500,Sister Bay Water And Sewer Utility,C,Water,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1,132,0,0,
2023,5440,Shorewood Municipal Water Utility,C,Water,0,0,0,0,0,0,0,0,714,116806,777,160300,626,174336,611,108426,166,74782,
2023,5420,Village of Sherwood Water and Sewer Utility,C,Water,0,0,0,0,0,0,0,0,131,30696,97,32120,114,49340,249,25365,28,11003,
2023,5377,Sheboygan Tn Of Sanitary Dist #3,C,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,7249,48,7789,
2023,5360,Shawano Lake Sanitary District #1,C,Water,145,0,0,0,0,0,0,0,153,4794,125,2749,103,1764,138,2921,3,176,
2023,5320,Seymour Municipal Water Utility,C,Water,0,0,0,0,0,0,0,0,215,14864,263,20620,274,28664,288,11231,46,13036,
2023,5290,Schofield Municipal Water and Sewer Utility,C,Water,0,0,0,0,0,0,0,0,60,19730,59,19632,60,29126,49,8514,41,25209,
2023,5270,Saukville Municipal Water Utility,C,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,8772,101,68191,
2023,5260,Sauk City Municipal Water and Light Utility,C,Water,29,130,154,159,0,11,10,0,29,27439,130,21071,154,36003,159,20288,2,803,
2023,5220,St Croix Falls Municipal Water Utility,C,Water,17,14,37,34,2,0,3,2,179,35249,31,12944,199,50273,155,42983,19,5600,
2023,5180,Rothschild Municipal Water Utility,C,Water,184,179,0,0,6,4,0,0,271,60983,265,69612,258,66744,273,75246,22,1132,
2023,5159,Town of Rome Water Utility,C,Water,0,0,0,0,0,0,0,0,1629,87789,1441,72078,1324,73164,616,20266,604,50623,
2023,5071,Richland Center Water Utility,C,Water,97,81,80,86,9,5,6,0,97,10759,81,10917,80,11503,86,22237,11,2955,
2023,5045,Rib Mountain Water Utility,C,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,15250,63,22522,
2023,5010,City of Rhinelander Water Utility,C,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,170510,407,95572,
2023,4890,Pulaski Water Department,C,Water,0,28,0,0,0,0,0,0,130,22290,138,24315,136,21435,120,15070,54,11074,
2023,4880,Princeton Municipal Water and Electric Utility,C,Water,31,17,15,16,0,0,0,0,415,20720,225,15820,195,12300,215,18300,17,3148,
2023,4850,City of Prescott Municipal Water Utility,C,Water,0,0,0,1,0,0,0,0,0,0,0,0,0,0,316,63138,93,24632,
2023,4830,Prairie Du Sac Municipal Electric and Water,C,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,4820,Prairie Du Chien Municipal Water Utility,C,Water,0,0,0,0,0,0,0,0,247,30120,244,37374,285,51749,265,22980,130,39900,
2023,4810,Poynette Municipal Water Utility,C,Water,36,160,192,202,2,0,0,0,18,1212,29,2244,34,2098,36,2524,3,316,
2023,4770,Port Edwards Water Utility,C,Water,141,154,151,155,2,0,1,0,2,150,6,747,2,452,4,914,4,836,
2023,4760,Portage Water Utility,C,Water,188,138,181,256,14,9,4,15,3097,34230,3118,23876,3137,27879,3097,29157,21,3302,
2023,4625,City of Pewaukee Water Utility,C,Water,0,0,0,0,0,0,0,0,298,21973,387,36578,290,40703,441,26024,78,24958,
2023,4620,Village of Pewaukee Water Utility,C,Water,0,0,0,0,0,0,0,0,131,18991,145,32185,142,53675,1,9233,104,49483,
2023,4610,Peshtigo Municipal Water Utility,C,Water,0,28,83,72,0,4,2,5,203,29803,201,23602,201,24969,150,30855,4,1028,
2023,4585,Village of Bloomfield Utility Department,C,Water,339,349,335,303,29,14,27,27,85,15841,82,17038,57,17765,55,12630,27,8277,
2023,4550,Park Falls Municipal Water Utility,C,Water,42,49,83,76,2,6,0,0,32,6969,39,10343,56,13289,51,20600,12,8885,
2023,4460,Osceola Municipal Water Utility,C,Water,38,38,81,81,0,1,1,0,0,0,1,239,8,563,0,0,6,563,
2023,4430,Oostburg Municipal Water Utility,C,Water,0,0,0,0,0,0,0,0,48,12508,52,21952,52,30991,39,7604,30,31419,
2023,4400,City of Omro Water Utility,C,Water,212,212,224,225,15,5,0,7,212,13315,222,14388,224,19516,255,19636,6,822,
2023,4360,Oconto Falls Water And Light Commission,C,Water,0,0,0,3000,0,0,0,21,171,5755,239,7955,240,9767,200,6485,16,417,
2023,4350,Oconto Utility Commission,C,Water,274,400,734,941,8,18,44,55,0,0,0,0,0,0,0,0,14,9849,
2023,4230,North Fond Du Lac Water Utility,C,Water,780,800,749,742,0,0,0,92,237,32718,280,39069,311,45309,335,29389,39,33371,
2023,4140,New Richmond Municipal Water Utility,C,Water,238,272,203,407,12,0,0,0,783,23874,835,31601,850,38780,805,33440,40,2557,
2023,4120,City of New Lisbon Electric and Water Utility,C,Water,50,92,95,67,4,4,4,8,50,281,92,548,95,429,67,712,0,0,
2023,4110,New Holstein Public Utility,C,Water,107,121,87,86,1,0,0,1,92,1238,49,1004,50,953,96,4835,5,803,
2023,4100,New Glarus Light And Water Works,C,Water,133,0,0,135,3,0,0,0,50,58107,58,50182,57,53421,72,57602,0,0,
2023,4050,Nekoosa Municipal Water Utility,C,Water,212,122,140,145,7,6,5,4,191,53941,104,33802,138,52874,136,48258,31,11200,
2023,4040,City of Neillsville Municipal Water Utility,C,Water,160,136,163,167,0,4,5,2,6,530,11,2573,13,2983,0,0,23,4004,
2023,4005,City of Muskego Water Public Utility,C,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,41011,
2023,4000,Muscoda Light And Water Utility,C,Water,0,0,0,620,0,0,0,7,184,2317,109,2252,131,2535,111,1743,4,446,
2023,3980,Mukwonago Municipal Water Utility,C,Water,246,257,270,228,0,3,2,0,80,8949,84,8756,108,15897,104,15901,16,4607,
2023,3950,Mount Horeb Water And Sewer Utility,C,Water,0,0,0,0,0,0,0,0,819,20254,1829,45564,1946,50488,1887,44020,16,514,
2023,3890,Mosinee Municipal Water And Sewer Utility,C,Water,131,0,0,0,0,0,0,0,350,67203,362,79741,394,107455,346,57853,64,44018,
2023,3800,Monona Water Utility,C,Water,0,200,130,0,0,2,0,0,171,42710,135,26983,130,40123,125,21254,48,6528,
2023,3780,Mondovi Municipal Water And Sewer Utility,C,Water,0,18,57,24,0,0,2,0,313,85766,253,80889,276,83995,241,78443,52,28655,
2023,3740,Mineral Point Municipal Water Utility,C,Water,123,80,117,100,1,1,1,4,138,11429,93,8033,124,10776,110,9911,8,1882,
2023,3700,City of Milton Municipal Water Utility,C,Water,0,0,0,0,0,0,0,0,1517,274180,425,131700,1684,365116,523,95743,146,100272,
2023,3620,Merrillan Municipal Electric and Water Utility,C,Water,0,0,0,511,0,0,0,9,0,0,0,0,0,0,51,2160,2,161,
2023,3610,Merrill Water Utility,C,Water,345,428,382,285,4,7,3,6,278,28347,382,39325,237,38149,216,26284,47,12800,
2023,3520,Medford Water works,C,Water,0,0,1,0,0,0,1,0,0,0,0,0,0,2095,17,2095,17,2095,
2023,3490,Mcfarland Water and Sewer Utility,C,Water,0,0,0,0,0,0,0,0,1859,50867,1762,42382,1894,54873,1774,45128,75,64216,
2023,3460,Mayville Municipal Water Utility,C,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,21043,
2023,3450,City of Mauston Municipal Water Utility,C,Water,462,839,1237,1471,17,21,43,52,132,10787,984,13187,1039,17137,1564,31236,19,8190,
2023,3410,Marshall Water And Sewer Utility,C,Water,0,0,0,0,0,0,0,0,1087,91575,1088,121594,1082,109906,1095,97918,45,19837,
2023,3240,Luxemburg Municipal Water Utility,C,Water,15,20,4,4,1,2,0,0,123,20335,64,1036,65,991,99,7958,4,827,
2023,3095,Town of Lawrence Water Utility,C,Water,62,137,153,132,0,0,0,0,62,37060,137,50619,153,55052,132,46582,28,20415,
2023,3030,Lancaster Municipal Water Utility,C,Water,0,0,0,0,0,0,0,0,182,16343,195,16980,186,20691,86,14008,38,9000,
2023,2985,Lakeland Sanitary District #1,C,Water,8,16,26,6,1,2,0,0,0,0,0,0,0,0,0,0,5,3883,
2023,2975,Village of Lake Delton Water Utility,C,Water,0,0,0,0,0,0,0,0,94,4194,48,3557,54,4283,81,2727,25,8096,
2023,2973,Lake Como Sanitary District #1,C,Water,232,200,225,206,14,19,20,9,9,2130,16,3834,15,3650,15,3006,28,2163,
2023,2940,Ladysmith Municipal Water Utility,C,Water,200,188,181,314,3,2,4,5,214,22039,260,29372,243,26670,210,18444,54,9523,
2023,2901,Kronenwetter Water Utility,C,Water,0,0,0,0,0,0,0,0,285,46603,279,43178,278,48492,267,48208,7,8196,
2023,2870,Kimberly Municipal Water Utility,C,Water,0,0,0,0,0,0,0,0,422,112433,441,139087,442,166387,406,72462,189,99498,
2023,2850,City of Kiel Utilities,C,Water,144,150,121,0,9,4,8,0,144,12896,169,4563,123,3061,0,0,43,2555,
2023,2840,Kewaunee Municipal Water Utility,C,Water,0,0,0,0,0,2,4,2,334,59582,241,11855,241,2646,295,7648,12,14554,
2023,2830,Kewaskum Municipal Water Utility,C,Water,0,0,0,221,0,0,0,3,0,0,0,0,0,0,43,4870,5,1956,
2023,2790,Juneau Utility Commission,C,Water,0,5,0,0,0,5,0,0,159,8598,151,5433,196,6505,349,10562,15,2520,
2023,2770,Johnson Creek Water Utility,C,Water,210,204,194,209,13,2,4,2,46,1869,41,1697,52,2207,59,2398,9,635,
2023,2752,Jefferson Water Utility,C,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,497,
2023,2720,Village of Jackson Water Utility,C,Water,196,195,210,240,20,35,25,0,26,8415,43,14608,43,11376,77,14265,17,5667,
2023,2610,Village of Hortonville Water and Sewer,C,Water,0,0,0,0,0,0,0,0,206,126715,224,157293,239,185124,222,132163,62,49519,
2023,2600,City of Horicon Water Utility,C,Water,153,611,1069,1419,6,25,34,49,258,27819,191,23780,196,29678,301,32568,11,1946,
2023,2590,Holmen Municipal Water Utility,C,Water,76,85,73,76,9,6,10,14,838,33642,754,46330,972,65262,754,31185,163,36082,
2023,2573,Village of Hobart Water Utility,C,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,31204,55,15013,
2023,2510,Hazel Green Municipal Utility,C,Water,64,66,69,66,0,0,0,0,67,4122,68,3370,77,3411,73,2256,4,148,
2023,2500,City of Hayward Waterworks And Sewer,C,Water,104,90,86,89,0,0,6,0,112,3154,32,2614,50,3018,126,5462,17,2439,
2023,2480,Hartland Municipal Water Utility,C,Water,235,269,324,329,0,0,0,0,144,3754,1052,7640,192,7214,0,0,58,24326,
2023,2428,Village of Lake Hallie Public Works,C,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,29163,
2023,2375,Greenville Utilities,C,Water,0,0,0,0,0,0,0,0,379,25395,380,33953,412,44320,388,18332,62,26859,
2023,2200,Village of Genoa City Municipal Water Utility,C,Water,0,0,0,0,0,0,0,0,180,73267,199,96912,181,98030,205,64349,61,20213,
2023,2135,Freedom Sanitary District No 1,C,Water,0,0,0,0,0,0,0,0,97,10908,103,14733,109,20934,102,7200,42,14771,
2023,2090,Village of Fox Point Water Utility,C,Water,0,0,0,0,0,0,0,0,659,215575,689,273107,589,324096,608,192715,164,149880,
2023,2020,Fontana Municipal Water Utility,C,Water,0,0,0,0,0,0,0,0,200,36744,218,44996,197,53259,32,6729,71,18039,
2023,1980,Fennimore Water And Light Plant,C,Water,0,0,0,1458,0,0,0,24,150,4708,168,6254,161,5636,181,6696,8,586,
2023,1880,City of Evansville Water and Light,C,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,1850,Elroy Municipal Electric And Water Utility,C,Water,259,0,0,255,3,0,0,0,86,4122,74,4851,94,5643,105,5204,9,1879,
2023,1820,Ellsworth Municipal Water And Sewer Utility,C,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,1760,Edgerton Municipal Water Utility,C,Water,350,347,385,360,35,28,0,0,250,39815,182,26698,185,29250,196,23839,43,15352,
2023,1730,Village of East Troy Municipal Water Utility,C,Water,240,288,197,189,0,0,0,0,37,7599,27,3869,43,8260,28,5848,14,1719,
2023,1650,Dodgeville Water Utility,C,Water,399,276,253,226,13,15,14,14,4,371,4,641,5,990,232,24054,5,1263,
2023,1615,Ledgeview Sanitary District No 2,C,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2638,369160,151,45476,
2023,1590,Delavan Water and Sewage Commission,C,Water,1831,88,0,0,0,0,0,0,0,0,0,0,0,0,257,11691,59,6398,
2023,1580,DeForest Municipal Water Utility,C,Water,0,0,0,1751,0,0,0,27,13,1294,24,2394,15,2310,23,1708,21,6460,
2023,1570,Deerfield Water Utility,C,Water,132,87,222,0,0,4,12,0,76,15930,73,23615,65,22345,89,12641,28,20397,
2023,1560,Darlington Municipal Water And Sewer Utility,C,Water,0,0,0,718,0,0,0,10,11,1169,10,1076,11,1318,4,251,2,520,
2023,1490,Cumberland Municipal Utility,C,Water,0,95,119,0,0,0,0,0,128,3131,139,3450,115,3517,150,4663,7,551,
2023,1470,Cuba City Electric and Water Utility,C,Water,87,90,76,84,0,0,0,0,49,1115,57,779,74,1525,56,1116,13,32,
2023,1450,Cross Plains Water Utility,C,Water,0,0,0,0,0,0,0,0,107,12747,116,17877,143,22920,129,8728,36,14134,
2023,1390,Cottage Grove Water and Sewer Utility,C,Water,0,0,0,0,0,0,0,0,184,68582,206,87537,187,106125,166,44579,72,28811,
2023,1370,Cornell Municipal Water And Electric Utility,C,Water,315,312,357,299,1,2,2,0,117,1802,121,3201,126,2373,100,2508,19,960,
2023,1310,Combined Locks Water Utility,C,Water,0,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,135,37828,
2023,1200,Clintonville Water and Electric Utility,C,Water,1091,908,948,960,0,0,0,0,0,0,0,0,0,0,0,0,17,1333,
2023,1100,Chilton Municipal Water Utility,C,Water,8,5,5,0,0,0,0,0,17,1883,10,973,11,1533,5,524,63,5076,
2023,1080,Chetek Municipal Water Utility,C,Water,499,590,537,641,0,0,0,0,527,35329,558,45660,496,47946,598,38196,27,15474,
2023,970,Cashton Municipal Electric And Water Utility,C,Water,61,61,61,61,0,0,0,0,95,6481,88,5822,87,5475,82,6469,0,0,
2023,935,Campbell Water Utility,C,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,890,Cadott Light And Water Municipal Utility,C,Water,0,0,0,2000,0,0,0,1,0,0,0,0,0,0,182,3670,3,140,
2023,860,Butler Public Water Utility,C,Water,0,0,0,0,0,0,0,0,105,8736,94,14062,94,17865,170,15286,72,22685,
2023,840,Burlington Municipal Waterworks,C,Water,0,0,0,0,0,0,0,0,288,44337,311,58753,320,71046,300,32054,227,88722,
2023,740,Brodhead Water And Light Commission,C,Water,204,224,654,559,0,1,5,3,191,2483,204,5555,219,4350,249,5911,1,31,
2023,710,Brillion Municipal Water Utility,C,Water,0,0,0,0,0,0,0,0,64,31792,72,41512,79,46564,77,23529,38,19802,
2023,650,Boscobel Municipal Utilities,C,Water,610,779,779,1167,9,9,9,16,315,7355,317,5847,347,7189,172,3483,0,0,
2023,585,City of Bloomer Water Utility,C,Water,0,0,0,0,0,0,0,0,162,3637,103,2246,106,2154,174,8881,1,20,
2023,531,Village of Black Earth Water Utility,C,Water,0,0,0,0,0,0,0,0,63,1802,77,2318,78,2031,77,2234,17,3452,
2023,480,Berlin Municipal Water And Sewer Utility,C,Water,259,136,294,0,0,7,13,0,570,24714,565,28749,604,25627,683,39789,175,14672,
2023,460,Benton Municipal Electric And Water Utility,C,Water,153,141,56,100,0,2,0,3,44,1489,27,7682,25,1467,34,1434,2,750,
2023,440,Belmont Municipal Water And Electric Utility,C,Water,131,139,166,124,0,0,4,1,103,1426,92,1222,101,4670,104,2030,0,0,
2023,420,Belleville Municipal Water and Sewer Utility,C,Water,0,36,48,20,0,0,0,1,306,48276,316,51205,275,52539,278,54258,31,6988,
2023,380,Barron Light And Water Utility,C,Water,128,138,144,123,0,0,0,1,151,1638,154,1731,151,1650,155,1887,23,1279,
2023,350,Bangor Municipal Utility,C,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,320,Baldwin Municipal Water Utility,C,Water,86,97,78,80,5,4,3,4,3,552,4,382,17,2511,11,1182,0,0,
2023,230,Argyle Municipal Electric and Water Utility,C,Water,0,0,0,717,0,0,0,1,41,0,55,1285,44,2352,63,1250,5,2774,
2023,210,Arcadia Electric and Water Utility,C,Water,629,1311,2020,2660,0,0,0,0,460,42058,984,60401,1493,81638,1964,98756,11,1074,
2023,140,Amery Municipal Joint Water and Sewer Utility,C,Water,0,196,281,281,0,60,82,82,78,15958,38,4166,55,6417,99,15009,13,3651,
2023,120,Altoona Municipal Water And Sewer Utility,C,Water,0,0,0,0,0,0,0,0,269,22074,260,27486,281,35978,256,3095,164,29495,
2023,51,Algoma Sanitary District No 1,C,Water,0,0,0,0,0,0,0,0,22,4524,36,7641,27,9840,42,5708,29,6335,
2023,6820,Yuba Municipal Waterworks,D,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,6819,Town of Yorkville Water Utility,D,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,6818,Wyocena Municipal Water and Sewer Utility,D,Water,0,33,0,0,0,0,0,0,37,4740,4,742,29,4643,31,4360,15,2100,
2023,6810,Town of Wrightstown Sanitary District 1,D,Water,0,0,0,0,0,0,0,0,32,5832,33,10319,46,20396,0,0,20,12941,
2023,6790,Woodville Water And Sewer Utility,D,Water,53,87,77,80,2,2,2,2,472,28078,482,30170,521,37670,523,33072,0,0,
2023,6740,Wittenberg Municipal Water and Sewer Utility,D,Water,101,116,105,98,6,3,2,2,43,7733,41,8096,46,8867,47,8530,10,3620,
2023,6730,Withee Municipal Water Utility,D,Water,0,17,14,0,0,0,0,0,44,3452,51,1730,63,1745,55,1852,4,563,
2023,6600,Wiota Sanitary District Number One,D,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1332,
2023,6590,Village of Winter Water Utility,D,Water,0,0,4,1,0,0,0,0,13,688,16,2170,9,1070,13,1558,0,0,
2023,6560,Wind Point Municipal Water Utility,D,Water,0,0,0,0,0,0,0,0,167,266,277,454,169,363,158,228,26,12161,
2023,6550,Wilton Municipal Water and Sewer Utility,D,Water,30,30,30,30,0,0,0,0,13,1377,24,2441,20,1084,49,3099,0,0,
2023,6545,Village of Wilson Municipal Water Utility,D,Water,0,0,0,0,0,0,0,0,30,5970,28,7894,28,5217,23,4036,0,0,
2023,6510,Whitelaw Municipal Water And Sewer Utility,D,Water,0,0,0,0,0,0,0,0,7,255,8,250,8,329,11,134,3,209,
2023,6505,Village of White Lake Water Utility,D,Water,0,0,0,0,0,0,0,0,18,1207,17,3238,16,3295,18,3257,22,9668,
2023,6475,Village of Wheeler Municipal Water Utility,D,Water,7,67,11,7,7,55,11,0,7,58625,67,44832,67,40246,67,30337,0,0,
2023,6470,Weyerhaeuser Municipal Water Utility,D,Water,21,40,57,75,1,3,3,3,22,11693,23,10716,26,12290,10,5796,16,10645,
2023,6450,City of Weyauwega Water and Sewer Utility,D,Water,42,68,71,79,0,0,0,0,42,10684,68,17545,71,18424,79,19294,54,17262,
2023,6445,Westport Water Utility District,D,Water,0,0,0,0,0,0,0,0,20,0,21,0,0,0,8,0,15,4992,
2023,6385,Westboro San Dist Wtr system,D,Water,13,12,11,4,0,0,1,0,28,8357,27,7443,31,10500,13,3611,9,6438,
2023,6370,West Baraboo Municipal Water and Sewer Utility,D,Water,558,435,544,667,7,9,3,11,134,8511,134,9444,150,9368,174,13384,0,0,
2023,6350,Village of Webster Municipal Water Utility,D,Water,20,20,20,21,20,20,20,21,0,0,0,0,0,0,0,0,0,0,
2023,6330,Wauzeka Municipal Water Utility,D,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,6310,Wausaukee Water and Sewer Utility,D,Water,8,12,10,13,0,0,0,0,5,916,2,688,4,1324,4,577,3,1197,
2023,6190,Washburn Municipal Water And Sewer Utility,D,Water,58,39,50,52,0,1,2,0,60,3989,21,1695,28,2116,24,1659,8,997,
2023,6185,Warrens Municipal Water and Sewer Utilities,D,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,6170,Waldo Water And Sewer Utility,D,Water,0,3,0,0,0,2,0,0,39,2797,38,3135,37,3966,36,2087,18,2258,
2023,6160,Wabeno Sanitary District No 1,D,Water,8,9,8,18,0,1,0,0,5,275,6,490,2,175,3,284,3,796,
2023,6110,Vesper Municipal Water And Sewer Utility,D,Water,25,60,26,14,2,2,0,4,6,438,10,517,18,1133,59,2869,1,376,
2023,6060,Valders Public Utility,D,Water,27,16,18,24,0,0,1,0,0,0,0,0,1,115,0,0,0,0,
2023,6010,Village of Union Center Water Utility,D,Water,6,6,6,7,0,0,0,0,14,2058,13,1929,14,2460,23,2871,0,0,
2023,5970,Turtle Lake Municipal Water and Sewer Utility,D,Water,0,0,0,0,0,0,0,0,8,547,5,638,10,1261,15,992,22,3080,
2023,5960,Troy Center Sanitary District #1,D,Water,0,0,0,0,0,0,0,0,6,3161,7,3052,7,3623,8,2570,6,2157,
2023,5935,Tony Municipal Water Utility,D,Water,0,0,0,0,0,0,0,0,1,15,10,1426,14,1417,10,522,0,0,
2023,5910,Tigerton Municipal Water and Sewer Utility,D,Water,0,0,0,0,0,0,0,0,249,6411,245,3214,245,4517,410,7509,13,3658,
2023,5900,Three Lakes Sanitary District No 1,D,Water,0,0,0,0,0,0,0,0,28,76732,28,103750,26,126253,33,118921,8,13179,
2023,5880,Thorp Municipal Water And Sewer Utility,D,Water,45,0,39,0,0,0,3,0,134,3113,136,5174,228,8042,234,10344,34,4558,
2023,5870,Theresa Municipal Water And Sewer Utility,D,Water,108,102,64,117,2,3,3,0,108,23105,29,4844,25,5900,21,3943,1,63,
2023,5860,Tennyson Water Utility,D,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1774,0,0,
2023,5840,Village of Taylor Water Utility,D,Water,31,47,50,60,0,0,0,0,56,5694,49,5480,54,8280,60,7080,7,1045,
2023,5830,Village of Suring Water Utility,D,Water,271,0,0,0,0,0,0,0,0,0,0,0,0,0,94,9971,11,1976,
2023,5770,Strum Municipal Utilities,D,Water,0,0,0,0,0,0,0,0,179,3632,190,4269,233,5350,195,7192,0,0,
2023,5730,Stone Lake Sanitary District,D,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3483,0,0,
2023,5720,Stoddard Municipal Water Utility,D,Water,0,0,0,0,0,0,0,0,43,3552,47,4663,51,7031,5,329,56,6659,
